ride_id,drone_id,timestamp,location,weather_conditions
RIDE411,DRONE9,2024-08-16T21:00:00,Downtown,Storm
RIDE412,DRONE6,2024-08-06T13:00:00,Suburb,Rain
RIDE413,DRONE4,2024-08-24T17:00:00,Midtown,Wind
RIDE414,DRONE13,2024-08-03T13:00:00,Downtown,Rain
RIDE415,DRONE2,2024-08-26T00:00:00,Suburb,Rain
RIDE416,DRONE16,2024-08-24T23:00:00,Midtown,Wind
RIDE417,DRONE8,2024-08-24T23:00:00,Downtown,Wind
RIDE418,DRONE7,2024-08-15T01:00:00,Uptown,Storm
RIDE419,DRONE15,2024-08-29T14:00:00,Downtown,Rain
RIDE420,DRONE12,2024-08-06T05:00:00,Downtown,Clear
RIDE421,DRONE10,2024-08-18T12:00:00,Suburb,Fog
RIDE422,DRONE8,2024-08-16T02:00:00,Midtown,Fog
RIDE423,DRONE8,2024-08-29T09:00:00,Downtown,Fog
RIDE424,DRONE1,2024-08-19T01:00:00,Downtown,Rain
RIDE425,DRONE7,2024-08-03T04:00:00,Downtown,Wind
RIDE426,DRONE13,2024-08-13T06:00:00,Suburb,Storm
RIDE427,DRONE11,2024-08-26T14:00:00,Downtown,Storm
RIDE428,DRONE9,2024-08-14T07:00:00,Midtown,Fog
RIDE429,DRONE3,2024-08-16T00:00:00,Suburb,Storm
RIDE430,DRONE9,2024-08-05T10:00:00,Uptown,Clear
RIDE431,DRONE12,2024-08-25T15:00:00,Uptown,Clear
RIDE432,DRONE17,2024-08-22T15:00:00,Suburb,Wind
RIDE433,DRONE13,2024-08-10T01:00:00,Midtown,Storm
RIDE434,DRONE18,2024-08-07T14:00:00,Suburb,Rain
RIDE435,DRONE11,2024-08-29T00:00:00,Suburb,Storm
RIDE436,DRONE1,2024-08-21T13:00:00,Suburb,Rain
RIDE437,DRONE4,2024-08-10T13:00:00,Suburb,Fog
RIDE438,DRONE9,2024-08-05T14:00:00,Downtown,Rain
RIDE439,DRONE6,2024-08-15T22:00:00,Uptown,Fog
RIDE440,DRONE19,2024-08-24T17:00:00,Midtown,Clear
RIDE441,DRONE9,2024-08-16T16:00:00,Downtown,Storm
RIDE442,DRONE2,2024-08-05T21:00:00,Uptown,Wind
RIDE443,DRONE4,2024-08-12T21:00:00,Suburb,Storm
RIDE444,DRONE20,2024-08-25T11:00:00,Uptown,Fog
RIDE445,DRONE14,2024-08-10T15:00:00,Uptown,Storm
RIDE446,DRONE12,2024-08-19T07:00:00,Downtown,Wind
RIDE447,DRONE11,2024-08-24T22:00:00,Downtown,Fog
RIDE448,DRONE14,2024-08-27T12:00:00,Midtown,Fog
RIDE449,DRONE20,2024-08-27T04:00:00,Suburb,Wind
RIDE450,DRONE17,2024-08-29T19:00:00,Suburb,Storm
RIDE451,DRONE4,2024-08-28T10:00:00,Suburb,Wind
RIDE452,DRONE13,2024-08-24T18:00:00,Uptown,Rain
RIDE453,DRONE19,2024-08-02T02:00:00,Uptown,Clear
RIDE454,DRONE7,2024-08-26T23:00:00,Suburb,Wind
RIDE455,DRONE9,2024-08-29T01:00:00,Midtown,Fog
RIDE456,DRONE2,2024-08-30T14:00:00,Uptown,Rain
RIDE457,DRONE14,2024-08-12T09:00:00,Midtown,Clear
RIDE458,DRONE1,2024-08-02T05:00:00,Uptown,Wind
RIDE459,DRONE17,2024-08-08T16:00:00,Downtown,Clear
RIDE460,DRONE18,2024-08-12T15:00:00,Downtown,Storm
RIDE461,DRONE7,2024-08-30T23:00:00,Suburb,Fog
RIDE462,DRONE12,2024-08-14T04:00:00,Downtown,Wind
RIDE463,DRONE14,2024-08-15T11:00:00,Uptown,Fog
RIDE464,DRONE3,2024-08-15T23:00:00,Uptown,Rain
RIDE465,DRONE11,2024-08-01T06:00:00,Downtown,Rain
RIDE466,DRONE20,2024-08-08T17:00:00,Downtown,Clear
RIDE467,DRONE11,2024-08-07T02:00:00,Downtown,Rain
RIDE468,DRONE4,2024-08-25T03:00:00,Suburb,Rain
RIDE469,DRONE10,2024-08-29T01:00:00,Downtown,Wind
RIDE470,DRONE17,2024-08-18T02:00:00,Uptown,Fog
RIDE471,DRONE10,2024-08-03T23:00:00,Downtown,Clear
RIDE472,DRONE14,2024-08-07T01:00:00,Suburb,Rain
RIDE473,DRONE11,2024-08-28T00:00:00,Suburb,Fog
RIDE474,DRONE13,2024-08-02T07:00:00,Uptown,Storm
RIDE475,DRONE10,2024-08-04T21:00:00,Uptown,Wind
RIDE476,DRONE18,2024-08-23T15:00:00,Downtown,Rain
RIDE477,DRONE5,2024-08-10T04:00:00,Uptown,Rain
RIDE478,DRONE7,2024-08-17T01:00:00,Midtown,Rain
RIDE479,DRONE14,2024-08-18T21:00:00,Uptown,Fog
RIDE480,DRONE13,2024-08-20T08:00:00,Midtown,Wind
RIDE481,DRONE6,2024-08-15T13:00:00,Midtown,Wind
RIDE482,DRONE20,2024-08-07T17:00:00,Uptown,Fog
RIDE483,DRONE19,2024-08-16T18:00:00,Midtown,Clear
RIDE484,DRONE10,2024-08-14T07:00:00,Uptown,Wind
RIDE485,DRONE13,2024-08-14T20:00:00,Uptown,Fog
RIDE486,DRONE18,2024-08-25T05:00:00,Suburb,Fog
RIDE487,DRONE1,2024-08-26T10:00:00,Midtown,Rain
RIDE488,DRONE10,2024-08-04T14:00:00,Midtown,Fog
RIDE489,DRONE10,2024-08-03T05:00:00,Downtown,Rain
RIDE490,DRONE7,2024-08-07T15:00:00,Uptown,Storm
RIDE491,DRONE14,2024-08-07T17:00:00,Suburb,Fog
RIDE492,DRONE19,2024-08-27T08:00:00,Suburb,Wind
RIDE493,DRONE20,2024-08-03T02:00:00,Downtown,Rain
RIDE494,DRONE11,2024-08-29T18:00:00,Midtown,Storm
RIDE495,DRONE15,2024-08-04T11:00:00,Suburb,Clear
RIDE496,DRONE15,2024-08-12T14:00:00,Midtown,Clear
RIDE497,DRONE15,2024-08-19T21:00:00,Suburb,Clear
RIDE498,DRONE7,2024-08-29T05:00:00,Suburb,Rain
RIDE499,DRONE17,2024-08-19T02:00:00,Uptown,Fog
RIDE500,DRONE16,2024-08-21T17:00:00,Midtown,Rain
RIDE501,DRONE6,2024-08-26T21:00:00,Suburb,Clear
RIDE502,DRONE3,2024-08-19T20:00:00,Uptown,Fog
RIDE503,DRONE10,2024-08-18T16:00:00,Suburb,Storm
RIDE504,DRONE17,2024-08-12T15:00:00,Uptown,Clear
RIDE505,DRONE20,2024-08-10T04:00:00,Uptown,Wind
RIDE506,DRONE11,2024-08-22T20:00:00,Midtown,Fog
RIDE507,DRONE3,2024-08-05T20:00:00,Uptown,Rain
RIDE508,DRONE8,2024-08-15T17:00:00,Suburb,Rain
RIDE509,DRONE10,2024-08-19T08:00:00,Downtown,Wind
RIDE510,DRONE8,2024-08-05T17:00:00,Suburb,Rain
RIDE511,DRONE7,2024-08-13T02:00:00,Suburb,Wind
RIDE512,DRONE5,2024-08-29T22:00:00,Uptown,Clear
RIDE513,DRONE1,2024-08-29T22:00:00,Suburb,Clear
RIDE514,DRONE2,2024-08-26T07:00:00,Uptown,Rain
RIDE515,DRONE8,2024-08-21T18:00:00,Midtown,Fog
RIDE516,DRONE16,2024-08-23T11:00:00,Uptown,Rain
RIDE517,DRONE20,2024-08-29T11:00:00,Midtown,Clear
RIDE518,DRONE3,2024-08-14T03:00:00,Downtown,Fog
RIDE519,DRONE15,2024-08-02T22:00:00,Suburb,Wind
RIDE520,DRONE14,2024-08-10T09:00:00,Midtown,Clear
RIDE521,DRONE19,2024-08-17T20:00:00,Downtown,Wind
RIDE522,DRONE7,2024-08-26T13:00:00,Uptown,Storm
RIDE523,DRONE13,2024-08-03T08:00:00,Downtown,Fog
RIDE524,DRONE16,2024-08-01T07:00:00,Midtown,Clear
RIDE525,DRONE13,2024-08-09T17:00:00,Suburb,Wind
RIDE526,DRONE8,2024-08-13T20:00:00,Downtown,Wind
RIDE527,DRONE5,2024-08-10T00:00:00,Downtown,Wind
RIDE528,DRONE1,2024-08-06T20:00:00,Uptown,Rain
RIDE529,DRONE4,2024-08-11T21:00:00,Uptown,Rain
RIDE530,DRONE14,2024-08-13T08:00:00,Suburb,Storm
RIDE531,DRONE8,2024-08-14T23:00:00,Uptown,Storm
RIDE532,DRONE6,2024-08-06T02:00:00,Midtown,Wind
RIDE533,DRONE17,2024-08-01T07:00:00,Midtown,Rain
RIDE534,DRONE15,2024-08-22T05:00:00,Downtown,Fog
RIDE535,DRONE2,2024-08-19T08:00:00,Uptown,Fog
RIDE536,DRONE18,2024-08-08T11:00:00,Uptown,Wind
RIDE537,DRONE8,2024-08-06T12:00:00,Downtown,Rain
RIDE538,DRONE4,2024-08-17T05:00:00,Suburb,Fog
RIDE539,DRONE15,2024-08-23T17:00:00,Uptown,Rain
RIDE540,DRONE5,2024-08-31T00:00:00,Uptown,Storm
RIDE541,DRONE15,2024-08-10T19:00:00,Suburb,Wind
RIDE542,DRONE17,2024-08-22T08:00:00,Uptown,Wind
RIDE543,DRONE18,2024-08-24T20:00:00,Midtown,Rain
RIDE544,DRONE20,2024-08-29T12:00:00,Midtown,Rain
RIDE545,DRONE11,2024-08-16T02:00:00,Suburb,Clear
RIDE546,DRONE15,2024-08-04T01:00:00,Suburb,Fog
RIDE547,DRONE20,2024-08-17T22:00:00,Midtown,Storm
RIDE548,DRONE17,2024-08-02T19:00:00,Midtown,Fog
RIDE549,DRONE14,2024-08-19T14:00:00,Midtown,Clear
RIDE550,DRONE18,2024-08-01T19:00:00,Midtown,Rain
RIDE551,DRONE15,2024-08-20T14:00:00,Suburb,Fog
RIDE552,DRONE6,2024-08-04T07:00:00,Suburb,Wind
RIDE553,DRONE16,2024-08-14T08:00:00,Downtown,Fog
RIDE554,DRONE15,2024-08-25T13:00:00,Suburb,Rain
RIDE555,DRONE9,2024-08-19T07:00:00,Midtown,Fog
RIDE556,DRONE8,2024-08-25T11:00:00,Uptown,Clear
RIDE557,DRONE9,2024-08-18T06:00:00,Midtown,Storm
RIDE558,DRONE17,2024-08-28T07:00:00,Midtown,Rain
RIDE559,DRONE16,2024-08-18T19:00:00,Suburb,Wind
RIDE560,DRONE8,2024-08-13T08:00:00,Downtown,Clear
RIDE561,DRONE9,2024-08-05T21:00:00,Uptown,Rain
RIDE562,DRONE15,2024-08-18T06:00:00,Uptown,Wind
RIDE563,DRONE3,2024-08-01T21:00:00,Downtown,Wind
RIDE564,DRONE10,2024-08-14T20:00:00,Midtown,Rain
RIDE565,DRONE8,2024-08-08T07:00:00,Suburb,Clear
RIDE566,DRONE9,2024-08-27T08:00:00,Midtown,Wind
RIDE567,DRONE11,2024-08-20T15:00:00,Uptown,Storm
RIDE568,DRONE11,2024-08-30T10:00:00,Uptown,Clear
RIDE569,DRONE18,2024-08-16T10:00:00,Midtown,Wind
RIDE570,DRONE3,2024-08-04T18:00:00,Uptown,Rain
RIDE571,DRONE5,2024-08-19T15:00:00,Suburb,Rain
RIDE572,DRONE5,2024-08-05T12:00:00,Uptown,Clear
RIDE573,DRONE8,2024-08-11T09:00:00,Suburb,Wind
RIDE574,DRONE13,2024-08-19T14:00:00,Midtown,Wind
RIDE575,DRONE5,2024-08-26T03:00:00,Midtown,Clear
RIDE576,DRONE7,2024-08-18T02:00:00,Suburb,Clear
RIDE577,DRONE3,2024-08-23T08:00:00,Suburb,Clear
RIDE578,DRONE14,2024-08-04T08:00:00,Suburb,Storm
RIDE579,DRONE14,2024-08-17T21:00:00,Uptown,Storm
RIDE580,DRONE11,2024-08-14T05:00:00,Midtown,Storm
RIDE581,DRONE18,2024-08-15T11:00:00,Uptown,Rain
RIDE582,DRONE15,2024-08-10T10:00:00,Uptown,Storm
RIDE583,DRONE14,2024-08-15T05:00:00,Suburb,Storm
RIDE584,DRONE2,2024-08-08T04:00:00,Uptown,Storm
RIDE585,DRONE7,2024-08-04T06:00:00,Downtown,Wind
RIDE586,DRONE14,2024-08-22T18:00:00,Downtown,Fog
RIDE587,DRONE13,2024-08-28T00:00:00,Downtown,Storm
RIDE588,DRONE19,2024-08-05T20:00:00,Downtown,Clear
RIDE589,DRONE1,2024-08-23T15:00:00,Downtown,Storm
RIDE590,DRONE19,2024-08-22T18:00:00,Suburb,Fog
RIDE591,DRONE13,2024-08-09T06:00:00,Uptown,Rain
RIDE592,DRONE16,2024-08-15T21:00:00,Uptown,Rain
RIDE593,DRONE1,2024-08-15T23:00:00,Downtown,Storm
RIDE594,DRONE12,2024-08-28T12:00:00,Uptown,Clear
RIDE595,DRONE10,2024-08-07T07:00:00,Downtown,Clear
RIDE596,DRONE13,2024-08-11T01:00:00,Uptown,Wind
RIDE597,DRONE14,2024-08-05T09:00:00,Suburb,Clear
RIDE598,DRONE18,2024-08-07T05:00:00,Midtown,Wind
RIDE599,DRONE18,2024-08-11T22:00:00,Downtown,Wind
RIDE600,DRONE20,2024-08-09T10:00:00,Suburb,Clear
RIDE601,DRONE8,2024-08-08T09:00:00,Suburb,Clear
RIDE602,DRONE16,2024-08-26T16:00:00,Downtown,Wind
RIDE603,DRONE8,2024-08-07T12:00:00,Downtown,Rain
RIDE604,DRONE9,2024-08-28T23:00:00,Suburb,Storm
RIDE605,DRONE14,2024-08-04T05:00:00,Downtown,Rain
RIDE606,DRONE16,2024-08-08T13:00:00,Downtown,Clear
RIDE607,DRONE1,2024-08-27T19:00:00,Midtown,Fog
RIDE608,DRONE13,2024-08-22T01:00:00,Midtown,Clear
RIDE609,DRONE11,2024-08-20T19:00:00,Downtown,Wind
RIDE610,DRONE13,2024-08-25T01:00:00,Suburb,Fog
RIDE611,DRONE6,2024-08-25T17:00:00,Uptown,Fog
RIDE612,DRONE15,2024-08-20T03:00:00,Downtown,Storm
RIDE613,DRONE5,2024-08-30T01:00:00,Downtown,Clear
RIDE614,DRONE20,2024-08-25T02:00:00,Uptown,Storm
RIDE615,DRONE18,2024-08-28T10:00:00,Uptown,Rain
RIDE616,DRONE1,2024-08-28T02:00:00,Uptown,Fog
RIDE617,DRONE13,2024-08-27T15:00:00,Midtown,Storm
RIDE618,DRONE19,2024-08-14T18:00:00,Midtown,Rain
RIDE619,DRONE19,2024-08-27T18:00:00,Midtown,Clear
RIDE620,DRONE1,2024-08-14T11:00:00,Suburb,Clear
RIDE621,DRONE3,2024-08-07T10:00:00,Downtown,Wind
RIDE622,DRONE14,2024-08-19T18:00:00,Midtown,Rain
RIDE623,DRONE5,2024-08-03T21:00:00,Suburb,Rain
RIDE624,DRONE15,2024-08-21T00:00:00,Suburb,Storm
RIDE625,DRONE6,2024-08-19T20:00:00,Uptown,Fog
RIDE626,DRONE2,2024-08-27T22:00:00,Uptown,Fog
RIDE627,DRONE9,2024-08-13T22:00:00,Midtown,Wind
RIDE628,DRONE13,2024-08-12T17:00:00,Downtown,Wind
RIDE629,DRONE11,2024-08-26T05:00:00,Downtown,Wind
RIDE630,DRONE7,2024-08-03T09:00:00,Downtown,Rain
RIDE631,DRONE15,2024-08-16T00:00:00,Suburb,Clear
RIDE632,DRONE11,2024-08-22T15:00:00,Suburb,Clear
RIDE633,DRONE11,2024-08-04T03:00:00,Suburb,Storm
RIDE634,DRONE13,2024-08-14T05:00:00,Suburb,Fog
RIDE635,DRONE9,2024-08-20T16:00:00,Downtown,Fog
RIDE636,DRONE14,2024-08-20T06:00:00,Downtown,Storm
RIDE637,DRONE9,2024-08-02T14:00:00,Uptown,Rain
RIDE638,DRONE3,2024-08-03T10:00:00,Downtown,Clear
RIDE639,DRONE16,2024-08-16T17:00:00,Suburb,Wind
RIDE640,DRONE1,2024-08-13T05:00:00,Suburb,Clear
RIDE641,DRONE18,2024-08-04T06:00:00,Midtown,Storm
RIDE642,DRONE2,2024-08-28T12:00:00,Downtown,Clear
RIDE643,DRONE12,2024-08-04T20:00:00,Downtown,Wind
RIDE644,DRONE8,2024-08-27T05:00:00,Uptown,Fog
RIDE645,DRONE3,2024-08-26T08:00:00,Uptown,Storm
RIDE646,DRONE2,2024-08-22T15:00:00,Suburb,Rain
RIDE647,DRONE1,2024-08-17T09:00:00,Midtown,Clear
RIDE648,DRONE8,2024-08-20T17:00:00,Downtown,Clear
RIDE649,DRONE7,2024-08-25T18:00:00,Downtown,Rain
RIDE650,DRONE1,2024-08-24T15:00:00,Midtown,Rain
RIDE651,DRONE20,2024-08-02T18:00:00,Downtown,Wind
RIDE652,DRONE5,2024-08-20T04:00:00,Uptown,Clear
RIDE653,DRONE8,2024-08-25T09:00:00,Midtown,Storm
RIDE654,DRONE5,2024-08-28T19:00:00,Downtown,Clear
RIDE655,DRONE16,2024-08-09T00:00:00,Uptown,Wind
RIDE656,DRONE4,2024-08-14T17:00:00,Uptown,Storm
RIDE657,DRONE19,2024-08-26T19:00:00,Suburb,Storm
RIDE658,DRONE7,2024-08-21T07:00:00,Downtown,Storm
RIDE659,DRONE15,2024-08-22T09:00:00,Midtown,Wind
RIDE660,DRONE9,2024-08-07T10:00:00,Uptown,Clear
RIDE661,DRONE12,2024-08-03T15:00:00,Uptown,Fog
RIDE662,DRONE6,2024-08-20T05:00:00,Suburb,Storm
RIDE663,DRONE20,2024-08-05T09:00:00,Midtown,Rain
RIDE664,DRONE20,2024-08-15T15:00:00,Suburb,Wind
RIDE665,DRONE4,2024-08-04T14:00:00,Uptown,Storm
RIDE666,DRONE6,2024-08-22T12:00:00,Downtown,Wind
RIDE667,DRONE10,2024-08-28T13:00:00,Midtown,Rain
RIDE668,DRONE4,2024-08-08T08:00:00,Downtown,Storm
RIDE669,DRONE19,2024-08-02T16:00:00,Downtown,Clear
RIDE670,DRONE1,2024-08-11T13:00:00,Suburb,Wind
RIDE671,DRONE10,2024-08-19T16:00:00,Uptown,Storm
RIDE672,DRONE19,2024-08-19T17:00:00,Downtown,Storm
RIDE673,DRONE13,2024-08-23T08:00:00,Midtown,Wind
RIDE674,DRONE13,2024-08-23T07:00:00,Suburb,Rain
RIDE675,DRONE7,2024-08-27T00:00:00,Midtown,Wind
RIDE676,DRONE3,2024-08-07T18:00:00,Downtown,Fog
RIDE677,DRONE19,2024-08-16T12:00:00,Midtown,Clear
RIDE678,DRONE8,2024-08-16T21:00:00,Suburb,Rain
RIDE679,DRONE4,2024-08-13T01:00:00,Suburb,Clear
RIDE680,DRONE10,2024-08-17T12:00:00,Uptown,Clear
RIDE681,DRONE20,2024-08-18T10:00:00,Midtown,Wind
RIDE682,DRONE4,2024-08-15T10:00:00,Suburb,Fog
RIDE683,DRONE19,2024-08-29T23:00:00,Suburb,Storm
RIDE684,DRONE2,2024-08-26T12:00:00,Uptown,Fog
RIDE685,DRONE12,2024-08-03T05:00:00,Suburb,Rain
RIDE686,DRONE18,2024-08-27T22:00:00,Downtown,Fog
RIDE687,DRONE14,2024-08-28T14:00:00,Midtown,Clear
RIDE688,DRONE12,2024-08-15T06:00:00,Uptown,Storm
RIDE689,DRONE3,2024-08-03T19:00:00,Downtown,Fog
RIDE690,DRONE17,2024-08-15T01:00:00,Downtown,Storm
RIDE691,DRONE11,2024-08-05T00:00:00,Midtown,Fog
RIDE692,DRONE1,2024-08-24T19:00:00,Uptown,Storm
RIDE693,DRONE14,2024-08-29T22:00:00,Suburb,Fog
RIDE694,DRONE16,2024-08-17T11:00:00,Uptown,Rain
RIDE695,DRONE4,2024-08-13T02:00:00,Suburb,Storm
RIDE696,DRONE14,2024-08-11T18:00:00,Midtown,Wind
RIDE697,DRONE12,2024-08-29T00:00:00,Midtown,Clear
RIDE698,DRONE15,2024-08-26T17:00:00,Downtown,Storm
RIDE699,DRONE5,2024-08-07T09:00:00,Downtown,Clear
RIDE700,DRONE14,2024-08-15T05:00:00,Downtown,Fog
RIDE701,DRONE6,2024-08-04T11:00:00,Midtown,Fog
RIDE702,DRONE17,2024-08-25T20:00:00,Suburb,Fog
RIDE703,DRONE9,2024-08-29T07:00:00,Midtown,Fog
RIDE704,DRONE20,2024-08-07T00:00:00,Midtown,Fog
RIDE705,DRONE18,2024-08-15T22:00:00,Downtown,Rain
RIDE706,DRONE16,2024-08-14T05:00:00,Uptown,Clear
RIDE707,DRONE15,2024-08-28T23:00:00,Downtown,Storm
RIDE708,DRONE14,2024-08-30T19:00:00,Uptown,Rain
RIDE709,DRONE19,2024-08-29T06:00:00,Suburb,Rain
RIDE710,DRONE9,2024-08-17T17:00:00,Suburb,Rain
RIDE711,DRONE11,2024-08-06T12:00:00,Suburb,Rain
RIDE712,DRONE8,2024-08-26T09:00:00,Downtown,Rain
RIDE713,DRONE3,2024-08-04T14:00:00,Downtown,Clear
RIDE714,DRONE9,2024-08-14T05:00:00,Downtown,Storm
RIDE715,DRONE15,2024-08-24T20:00:00,Midtown,Clear
RIDE716,DRONE8,2024-08-17T01:00:00,Downtown,Storm
RIDE717,DRONE15,2024-08-28T10:00:00,Midtown,Rain
RIDE718,DRONE19,2024-08-15T00:00:00,Suburb,Rain
RIDE719,DRONE20,2024-08-06T10:00:00,Downtown,Fog
RIDE720,DRONE13,2024-08-29T14:00:00,Midtown,Wind
RIDE721,DRONE11,2024-08-30T23:00:00,Suburb,Wind
RIDE722,DRONE1,2024-08-30T05:00:00,Suburb,Clear
RIDE723,DRONE16,2024-08-23T11:00:00,Downtown,Clear
RIDE724,DRONE11,2024-08-04T23:00:00,Uptown,Storm
RIDE725,DRONE6,2024-08-28T13:00:00,Uptown,Fog
RIDE726,DRONE16,2024-08-29T14:00:00,Suburb,Storm
RIDE727,DRONE7,2024-08-19T01:00:00,Uptown,Fog
RIDE728,DRONE12,2024-08-22T16:00:00,Uptown,Wind
RIDE729,DRONE9,2024-08-16T10:00:00,Midtown,Wind
RIDE730,DRONE11,2024-08-01T18:00:00,Midtown,Fog
RIDE731,DRONE9,2024-08-16T11:00:00,Midtown,Storm
RIDE732,DRONE20,2024-08-14T04:00:00,Suburb,Clear
RIDE733,DRONE9,2024-08-08T16:00:00,Uptown,Fog
RIDE734,DRONE18,2024-08-10T03:00:00,Downtown,Fog
RIDE735,DRONE1,2024-08-15T13:00:00,Uptown,Fog
RIDE736,DRONE17,2024-08-21T17:00:00,Suburb,Storm
RIDE737,DRONE7,2024-08-09T04:00:00,Midtown,Clear
RIDE738,DRONE3,2024-08-10T15:00:00,Suburb,Storm
RIDE739,DRONE8,2024-08-06T20:00:00,Midtown,Rain
RIDE740,DRONE14,2024-08-07T14:00:00,Suburb,Rain
RIDE741,DRONE16,2024-08-04T07:00:00,Downtown,Fog
RIDE742,DRONE18,2024-08-13T14:00:00,Midtown,Fog
RIDE743,DRONE8,2024-08-05T07:00:00,Midtown,Fog
RIDE744,DRONE16,2024-08-22T15:00:00,Uptown,Clear
RIDE745,DRONE16,2024-08-24T00:00:00,Suburb,Clear
RIDE746,DRONE15,2024-08-23T11:00:00,Uptown,Fog
RIDE747,DRONE1,2024-08-02T14:00:00,Suburb,Clear
RIDE748,DRONE3,2024-08-29T05:00:00,Downtown,Wind
RIDE749,DRONE10,2024-08-15T08:00:00,Uptown,Fog
RIDE750,DRONE8,2024-08-27T08:00:00,Midtown,Wind
RIDE751,DRONE13,2024-08-06T14:00:00,Downtown,Storm
RIDE752,DRONE8,2024-08-26T11:00:00,Suburb,Wind
RIDE753,DRONE10,2024-08-17T01:00:00,Midtown,Storm
RIDE754,DRONE19,2024-08-07T13:00:00,Suburb,Storm
RIDE755,DRONE12,2024-08-07T22:00:00,Midtown,Fog
RIDE756,DRONE16,2024-08-08T17:00:00,Suburb,Fog
RIDE757,DRONE18,2024-08-30T13:00:00,Midtown,Storm
RIDE758,DRONE17,2024-08-27T15:00:00,Suburb,Clear
RIDE759,DRONE12,2024-08-08T01:00:00,Uptown,Rain
RIDE760,DRONE14,2024-08-19T16:00:00,Midtown,Wind
RIDE761,DRONE18,2024-08-02T20:00:00,Midtown,Storm
RIDE762,DRONE11,2024-08-18T12:00:00,Uptown,Rain
RIDE763,DRONE12,2024-08-16T13:00:00,Suburb,Fog
RIDE764,DRONE15,2024-08-29T20:00:00,Midtown,Fog
RIDE765,DRONE9,2024-08-11T03:00:00,Uptown,Storm
RIDE766,DRONE10,2024-08-19T22:00:00,Suburb,Clear
RIDE767,DRONE9,2024-08-27T01:00:00,Midtown,Storm
RIDE768,DRONE8,2024-08-13T03:00:00,Midtown,Wind
RIDE769,DRONE4,2024-08-20T03:00:00,Suburb,Rain
RIDE770,DRONE7,2024-08-10T23:00:00,Uptown,Clear
RIDE771,DRONE11,2024-08-23T18:00:00,Midtown,Storm
RIDE772,DRONE4,2024-08-11T04:00:00,Suburb,Wind
RIDE773,DRONE18,2024-08-14T04:00:00,Midtown,Wind
RIDE774,DRONE6,2024-08-21T00:00:00,Suburb,Clear
RIDE775,DRONE7,2024-08-09T06:00:00,Midtown,Wind
RIDE776,DRONE7,2024-08-16T16:00:00,Downtown,Wind
RIDE777,DRONE16,2024-08-29T22:00:00,Uptown,Wind
RIDE778,DRONE9,2024-08-25T08:00:00,Uptown,Wind
RIDE779,DRONE19,2024-08-19T19:00:00,Downtown,Storm
RIDE780,DRONE17,2024-08-20T16:00:00,Suburb,Clear
RIDE781,DRONE20,2024-08-13T00:00:00,Uptown,Rain
RIDE782,DRONE10,2024-08-17T07:00:00,Suburb,Rain
RIDE783,DRONE4,2024-08-22T10:00:00,Midtown,Wind
RIDE784,DRONE7,2024-08-23T12:00:00,Downtown,Storm
RIDE785,DRONE10,2024-08-18T20:00:00,Suburb,Wind
RIDE786,DRONE8,2024-08-07T21:00:00,Suburb,Wind
RIDE787,DRONE12,2024-08-09T12:00:00,Uptown,Storm
RIDE788,DRONE6,2024-08-26T19:00:00,Midtown,Fog
RIDE789,DRONE10,2024-08-06T21:00:00,Uptown,Clear
RIDE790,DRONE1,2024-08-11T16:00:00,Midtown,Rain
RIDE791,DRONE18,2024-08-03T05:00:00,Uptown,Storm
RIDE792,DRONE5,2024-08-28T08:00:00,Suburb,Rain
RIDE793,DRONE9,2024-08-21T12:00:00,Suburb,Storm
RIDE794,DRONE2,2024-08-16T20:00:00,Downtown,Storm
RIDE795,DRONE2,2024-08-24T15:00:00,Suburb,Fog
RIDE796,DRONE18,2024-08-05T09:00:00,Suburb,Wind
RIDE797,DRONE10,2024-08-23T00:00:00,Suburb,Clear
RIDE798,DRONE5,2024-08-06T07:00:00,Suburb,Fog
RIDE799,DRONE16,2024-08-13T03:00:00,Downtown,Rain
RIDE800,DRONE4,2024-08-04T13:00:00,Midtown,Clear
RIDE801,DRONE1,2024-08-07T20:00:00,Downtown,Wind
RIDE802,DRONE19,2024-08-12T15:00:00,Downtown,Fog
RIDE803,DRONE10,2024-08-20T04:00:00,Uptown,Storm
RIDE804,DRONE16,2024-08-22T21:00:00,Midtown,Rain
RIDE805,DRONE16,2024-08-07T06:00:00,Uptown,Fog
RIDE806,DRONE15,2024-08-19T15:00:00,Downtown,Fog
RIDE807,DRONE11,2024-08-04T21:00:00,Suburb,Clear
RIDE808,DRONE6,2024-08-10T11:00:00,Midtown,Rain
RIDE809,DRONE2,2024-08-20T05:00:00,Suburb,Rain
RIDE810,DRONE9,2024-08-15T21:00:00,Downtown,Rain
RIDE811,DRONE16,2024-08-02T03:00:00,Downtown,Clear
RIDE812,DRONE4,2024-08-18T16:00:00,Downtown,Rain
RIDE813,DRONE3,2024-08-03T06:00:00,Midtown,Clear
RIDE814,DRONE13,2024-08-17T21:00:00,Uptown,Storm
RIDE815,DRONE16,2024-08-22T10:00:00,Uptown,Clear
RIDE816,DRONE3,2024-08-16T22:00:00,Suburb,Wind
RIDE817,DRONE19,2024-08-11T01:00:00,Midtown,Rain
RIDE818,DRONE2,2024-08-17T11:00:00,Suburb,Wind
RIDE819,DRONE5,2024-08-04T11:00:00,Suburb,Wind
RIDE820,DRONE5,2024-08-16T23:00:00,Uptown,Storm
RIDE821,DRONE19,2024-08-10T13:00:00,Midtown,Fog
